3,14,14,13,3,13,13,14,13
5,13,13,13,4,13,13,13,13
4,13,13,13,5,13,13,13,13
13,13,13,13,4,13,13,13,5
2,13,13,15,2,13,15,14,13
12,12,12,13,2,13,12,12,12
12,12,12,13,1,13,12,13,12
12,13,12,13,1,13,12,12,12
12,13,12,13,1,13,12,12,12
12,12,13,13,1,12,12,12,13
4,13,13,13,13,13,13,13,5
12,12,12,12,2,12,13,13,12
3,14,14,14,13,13,13,13,3
13,13,12,12,1,13,12,12,12
13,12,13,12,1,12,13,12,12
13,12,13,12,1,12,13,12,12
13,12,12,12,2,12,12,12,13
12,13,12,13,0,13,12,13,12
12,13,12,13,0,13,12,13,12
12,13,12,13,0,13,12,13,12
12,13,12,13,1,12,12,13,12
12,12,13,13,0,12,12,13,13
13,12,13,12,1,12,12,13,12
13,12,13,12,0,12,13,12,13
13,12,13,12,0,12,13,12,13
13,12,13,12,0,12,13,12,13
13,12,13,12,0,12,13,12,13
13,13,5,13,4,13,13,13,13
13,13,13,12,1,12,12,12,12
3,13,13,13,13,13,13,13,6
3,14,13,13,14,13,13,14,3
13,13,13,13,4,13,5,13,13
12,12,14,12,1,12,13,12,12
5,13,13,4,13,13,13,13,13
4,13,13,13,13,5,13,13,13
4,13,13,13,13,13,13,5,13
4,5,13,13,13,13,13,13,13
3,15,15,15,3,16,15,15,3
7,13,13,13,1,13,13,13,14
3,12,13,14,15,14,13,12,4
12,12,13,0,13,13,12,13,12
13,13,13,13,13,13,13,4,5
13,13,13,13,13,13,13,5,4
13,13,13,13,13,13,13,5,4
13,13,13,13,13,13,13,5,4
13,12,12,12,13,1,12,12,13
14,14,13,13,2,13,2,14,15
3,15,15,15,3,15,15,15,4
12,12,12,14,0,14,12,12,12
2,13,14,15,15,13,13,13,2
13,13,14,13,13,3,13,3,15
13,12,13,12,13,1,12,12,12
12,12,12,12,4,12,12,12,12
12,12,12,12,4,12,12,12,12
12,12,12,12,4,12,12,12,12
12,12,12,12,4,12,12,12,12
12,12,12,12,4,12,12,12,12
12,12,12,12,4,12,12,12,12
12,12,12,12,4,12,12,12,12
12,12,12,12,4,12,12,12,12
12,12,12,12,4,12,12,12,12
12,12,12,12,4,12,12,12,12
12,12,12,12,4,12,12,12,12
12,12,12,12,4,12,12,12,12
12,12,12,12,4,12,12,12,12
12,12,13,1,12,13,12,12,13
2,12,13,12,13,12,12,12,12
3,15,15,15,4,15,15,15,3
3,15,15,15,4,15,15,15,3
12,13,12,12,13,0,12,13,13
3,15,15,15,4,15,15,15,3
12,12,1,12,12,12,13,13,13
13,13,13,4,13,13,5,13,13
12,12,12,13,13,13,1,12,12
12,12,12,13,13,12,2,12,12
13,13,13,5,13,13,13,4,13
12,12,2,12,12,12,12,13,13
3,12,12,12,12,12,12,12,13
3,12,12,12,12,12,12,12,13
2,2,14,14,14,14,14,13,13
14,14,1,14,1,14,14,14,14
2,15,12,15,1,16,12,15,12
3,3,15,15,3,15,15,16,15
12,13,12,13,12,1,12,13,12
3,12,12,12,12,12,12,13,12
13,12,12,12,13,12,2,12,12
13,13,13,1,12,12,12,12,12
14,14,2,13,13,14,14,14,2
13,14,14,14,14,13,13,3,2
2,12,12,12,12,12,13,13,12
14,14,14,14,0,2,14,14,14
2,16,16,16,2,15,16,15,2
2,15,16,15,2,16,16,16,2
2,16,15,16,2,16,15,16,2
2,16,15,16,2,16,15,16,2
13,13,13,22,0,0,13,13,13
12,13,12,13,13,13,0,12,12
12,12,12,12,0,12,12,12,16
12,12,12,12,0,12,12,12,16
2,15,2,16,2,16,16,16,15
13,2,14,14,14,2,13,14,14
3,15,3,15,4,15,15,15,15
2,15,16,16,2,16,16,2,15
15,15,16,3,3,15,15,15,3
2,2,13,14,14,14,13,14,14
6,1,13,15,13,13,13,13,13
2,14,14,14,14,14,14,12,2
2,14,14,14,14,14,14,12,2
2,14,14,14,14,14,14,12,2
3,14,14,14,21,14,14,3,3
2,16,16,15,2,15,16,16,2
1,12,12,13,13,13,12,12,12
3,15,4,15,3,15,15,15,15
13,13,13,13,12,0,12,12,12
13,13,13,12,0,13,11,13,12
1,12,12,12,13,13,12,13,12
12,13,12,12,12,13,1,12,13
12,13,13,12,12,12,12,12,2
1,12,12,12,13,12,13,12,13
12,1,13,12,13,12,13,12,12
4,12,12,12,12,12,12,12,12
4,12,12,12,12,12,12,12,12
4,12,12,12,12,12,12,12,12
4,12,12,12,12,12,12,12,12
4,12,12,12,12,12,12,12,12
4,12,12,12,12,12,12,12,12
4,12,12,12,12,12,12,12,12
4,12,12,12,12,12,12,12,12
4,12,12,12,12,12,12,12,12
4,12,12,12,12,12,12,12,12
13,13,12,12,12,12,12,12,2
1,14,14,14,1,14,14,14,14
13,13,12,12,13,12,0,13,12
12,12,13,13,13,12,12,12,1
15,15,3,15,3,15,15,15,4
15,15,15,15,3,15,15,3,4
2,12,16,12,16,16,12,12,2
13,13,13,17,4,17,3,17,3
12,13,12,13,13,12,12,12,1
12,12,13,13,12,13,0,13,12
12,12,12,12,12,12,12,12,4
12,12,12,12,12,12,12,12,4
12,12,12,12,12,12,12,12,4
12,12,12,12,12,12,12,12,4
12,12,12,12,12,12,12,12,4
12,12,12,12,12,12,12,12,4
12,12,12,12,12,12,12,12,4
12,12,12,12,12,12,12,12,4
12,12,12,12,12,12,12,12,4
12,12,12,12,12,12,12,12,4
12,12,12,12,12,12,12,12,4
12,12,12,12,12,12,12,12,4
12,12,12,12,12,12,12,12,4
12,12,12,12,12,12,12,12,4
12,12,12,12,12,12,12,12,4
12,12,12,12,12,12,12,12,4
12,12,12,12,12,12,12,12,4
14,14,14,14,1,14,14,1,14
13,12,13,12,13,12,12,12,1
1,13,13,15,1,15,12,15,15
2,2,2,17,21,17,13,13,13
14,14,14,14,14,13,13,2,2
13,14,13,14,14,14,2,2,14
12,12,12,12,12,13,13,13,1
12,12,12,12,12,13,13,13,1
12,12,12,12,12,13,13,13,1
14,2,14,2,14,14,14,14,12
15,15,3,15,4,15,15,15,3
12,12,13,13,12,13,12,12,1
12,12,12,13,12,13,12,13,1
2,13,2,13,2,13,21,21,13
15,15,15,15,4,15,3,15,3
12,12,12,12,13,13,13,13,0
2,14,12,14,16,14,12,14,2
15,3,15,15,3,3,16,15,15
12,13,12,13,12,13,12,12,1
1,12,12,12,12,12,13,13,13
3,15,16,2,15,2,16,15,16
2,16,16,18,2,13,18,13,2
14,14,14,0,0,14,15,15,14
1,12,13,12,12,12,12,13,13
12,13,12,13,12,12,13,12,1
2,1,13,13,14,15,14,14,14
2,16,1,16,1,16,16,16,16
3,4,15,15,15,15,15,15,3
3,15,17,16,15,5,3,13,13
1,13,13,12,12,12,12,12,13
12,12,12,4,12,12,12,12,12
12,12,12,4,12,12,12,12,12
1,12,12,12,14,12,13,12,12
15,15,15,3,4,3,15,15,15
1,13,13,12,12,12,12,13,12
3,21,14,16,2,15,2,15,12
13,13,12,12,13,12,12,0,13
3,15,15,3,15,16,3,15,15
3,3,3,17,15,13,16,17,13
12,12,12,12,12,12,4,12,12
12,12,12,12,12,12,4,12,12
2,13,15,23,3,14,14,14,2
12,12,12,12,12,12,4,12,12
3,14,16,14,17,3,16,3,14
2,2,13,2,21,17,13,17,13
12,12,0,14,12,12,12,12,14
13,13,13,12,12,12,12,12,1
12,14,12,12,12,0,14,12,12
12,17,16,16,2,16,2,17,2
2,2,16,16,0,16,16,16,16
13,13,6,13,13,13,1,15,13
15,15,15,15,3,15,3,4,15
1,14,1,14,16,14,13,14,13
0,12,12,13,13,13,12,13,12
15,3,15,15,4,15,15,3,15
12,12,12,12,12,12,12,4,12
12,4,12,12,12,12,12,12,12
12,4,12,12,12,12,12,12,12
0,12,13,12,13,12,13,12,13
11,12,13,13,13,13,0,12,13
13,13,13,13,0,13,13,12,10
13,13,12,13,0,13,13,13,10
13,13,14,0,20,13,13,1,13
14,14,14,0,14,14,14,2,14
3,15,3,15,15,15,15,4,15
12,13,12,13,12,13,12,13,0
12,13,12,13,12,13,12,13,0
0,13,13,12,13,12,13,12,12
12,13,11,11,2,13,13,13,12
15,15,15,4,2,4,15,15,15
16,16,16,1,2,1,16,16,16
16,16,16,1,2,1,16,16,16
3,4,3,15,15,15,15,15,15
1,16,16,16,1,16,16,16,2
12,13,13,13,12,12,13,12,0
1,12,12,12,12,12,12,13,14
16,16,1,1,2,16,16,16,16
2,15,15,4,15,15,15,15,4
2,15,2,15,13,15,21,15,2
2,16,16,16,16,15,15,2,2
0,12,12,12,12,13,13,13,13
0,12,12,12,12,13,13,13,13
14,1,14,1,14,14,14,14,14
14,1,14,1,14,14,14,14,14
1,14,13,12,12,12,12,12,12
2,15,20,15,2,15,1,15,15
14,14,1,14,14,14,1,14,14
14,14,14,15,15,12,12,2,2
13,13,12,13,12,12,13,12,0
3,3,4,15,15,15,15,15,15
0,12,12,13,12,13,13,13,12
1,14,14,14,14,1,14,14,14
2,2,2,16,16,16,16,15,15
2,16,2,16,15,16,16,2,15
14,3,16,5,13,17,14,14,4
14,14,14,1,14,14,14,14,1
16,12,0,16,0,18,14,12,12
13,13,13,13,12,12,12,12,0
13,13,13,13,12,12,12,12,0
3,2,14,14,14,14,14,14,11
13,13,14,12,6,11,15,13,3
0,13,12,13,12,13,12,13,12
1,16,16,16,1,16,16,2,16
3,4,4,15,14,15,15,15,15
2,2,2,16,16,15,16,16,15
1,2,16,16,1,16,16,16,16
1,2,16,16,1,16,16,16,16
3,3,16,11,3,16,16,16,16
0,13,13,13,12,12,12,12,13
16,16,16,16,1,2,16,1,16
4,4,4,15,15,13,15,15,15
2,16,16,1,16,16,2,15,16
14,14,15,14,0,15,14,0,14
15,3,15,3,15,16,16,3,14
3,16,3,17,2,17,21,18,3
13,16,15,2,5,1,15,18,15
3,15,3,15,21,21,3,16,3
1,15,12,12,12,12,12,12,12
16,16,1,16,2,16,1,16,16
15,0,15,14,0,14,14,14,14
13,13,14,12,12,12,12,0,12
14,0,14,14,0,13,16,15,14
2,12,14,12,12,20,2,14,12
15,15,15,15,15,15,4,3,3
1,16,16,16,2,16,16,1,16
15,3,15,15,16,3,15,3,15
15,15,15,15,16,16,2,2,4
2,11,12,12,15,12,12,12,12
1,14,14,14,14,14,1,14,14
16,1,16,16,1,16,16,2,16
1,1,14,14,14,14,14,15,13
2,15,15,15,15,16,14,6,2
