4,17,17,17,4,17,17,3,4
4,17,17,17,4,17,17,3,4
4,3,17,17,4,17,17,17,4
4,16,17,4,4,17,17,17,4
4,17,17,3,3,18,17,17,4
3,17,17,17,6,17,3,17,3
5,17,17,17,5,17,4,17,1
5,18,18,0,5,0,18,18,18
5,17,3,17,4,17,3,17,17
5,3,3,17,5,17,17,16,17
4,17,17,17,4,4,17,4,16
5,5,17,17,3,16,17,16,4
3,18,18,17,3,18,3,17,3
3,18,18,17,3,17,17,4,3
3,18,17,3,3,18,17,18,3
4,17,15,17,7,17,2,17,4
3,17,3,18,3,18,17,18,3
3,18,3,18,3,18,17,17,3
4,4,17,4,3,17,17,17,17
4,4,16,4,4,17,17,17,17
3,18,18,18,3,18,18,2,2
5,16,16,16,5,16,5,16,5
4,4,4,17,3,17,17,17,17
3,3,3,17,7,17,17,17,16
2,17,17,17,7,4,17,17,2
6,16,16,16,6,16,16,2,6
3,16,3,17,3,17,20,18,3
4,16,2,2,6,19,19,16,16
2,17,2,17,6,17,17,5,17
3,17,3,18,3,18,3,18,17
6,4,3,16,6,16,16,17,16
3,17,3,17,3,18,18,3,18
4,17,17,3,18,17,3,17,4
4,17,17,4,17,3,17,17,4
3,18,18,18,3,2,18,2,18
3,18,3,18,3,18,3,18,16
5,17,20,5,5,17,21,5,5
3,2,18,19,2,18,18,18,2
17,4,17,17,4,16,17,4,4
3,20,17,3,3,17,3,17,17
17,4,17,17,3,17,4,17,4
2,18,18,18,2,18,3,18,3
4,18,21,17,3,1,16,3,17
4,16,21,16,3,16,16,4,4
2,18,18,18,2,19,2,18,3
17,17,4,17,3,17,4,17,4
15,17,17,3,6,17,16,3,6
6,15,16,16,6,16,16,4,5
4,17,4,17,17,17,4,17,3
2,18,18,3,3,18,2,18,18
4,16,4,4,17,17,17,17,4
4,18,18,18,1,18,4,18,1
6,16,16,6,6,16,2,16,16
4,4,17,16,17,4,17,17,4
2,18,3,18,3,18,18,3,17
4,17,4,17,17,16,4,17,4
5,16,16,16,5,5,5,16,16
5,5,16,5,5,16,16,16,16
16,16,0,16,4,16,0,16,16
5,16,5,16,5,16,5,16,16
5,19,5,19,5,19,5,19,4
